,source_genesymbol,target_genesymbol,references
5429,PDGFB,PDGFRA,Baccin2019:152078112544881;CellChatDB:15207812;CellTalkDB:15207811;Cellinker:15207812;Cellinker:28267575;HPRD:2544881;ICELLNET:15207811;ICELLNET:9739761;IntAct:10806482;IntAct:7679113;LRdb:15207811;LRdb:25;Lit-BM-17:10806482;Lit-BM-17:11297552;Lit-BM-17:15767546;Lit-BM-17:2544881;Lit-BM-17:7679113;Lit-BM-17:9677323;SIGNOR:11331882;SPIKE_LC:16189514;SignaLink3:11803579;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:2544881;connectomeDB2020:15207811;connectomeDB2020:2544881
5430,FGF1,FGFR1,Baccin2019:10336501;Baccin2019:11032250;Baccin2019:8663044;Baccin2019:8756477;BioGRID:1309595;BioGRID:1383494;BioGRID:8756477;BioGRID:9624181;CellTalkDB:16597617;Cellinker:10336501;Cellinker:11032250;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;Cellinker:8756477;DIP:10830168;DIP:1722683;DIP:22244757;DIP:7730326;HPMR:8663044;HPRD:10336501;HPRD:11032250;ICELLNET:25772309;IntAct:10830168;IntAct:14613973;IntAct:18441324;IntAct:25241761;LRdb:16597617;Lit-BM-17:10830168;Lit-BM-17:11030354;Lit-BM-17:11714710;Lit-BM-17:1722683;Lit-BM-17:18441324;Lit-BM-17:23597563;Lit-BM-17:25241761;Lit-BM-17:7730326;Lit-BM-17:8576175;MatrixDB:18441324;SIGNOR:11030354;SIGNOR:18940940;SPIKE_LC:16189514;SignaLink3:11030354;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8576175;connectomeDB2020:10336501;connectomeDB2020:11032250;connectomeDB2020:8663044;connectomeDB2020:8756477
5431,FGF1,FGFR2,Baccin2019:10618369;Baccin2019:11069186;Baccin2019:14732692;BioGRID:10618369;CellTalkDB:16597617;Cellinker:10618369;Cellinker:11069186;Cellinker:14732692;Cellinker:25772309;DIP:10339576;DIP:10618369;DIP:11069186;DIP:8663044;HPRD:10618369;HPRD:11069186;HPRD:14732692;ICELLNET:25772309;LRdb:16597617;Lit-BM-17:10339576;Lit-BM-17:10618369;Lit-BM-17:11069186;Lit-BM-17:11714710;Lit-BM-17:23597563;Lit-BM-17:25241761;Lit-BM-17:8576175;Lit-BM-17:8663044;SIGNOR:10618369;SPIKE_LC:10618369;SPIKE_LC:17145710;SignaLink3:10618369;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8576175;connectomeDB2020:10618369;connectomeDB2020:11069186;connectomeDB2020:14732692
5432,FGF2,FGFR2,Baccin2019:8663044;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8663044;HPMR:8663044;ICELLNET:25772309;IntAct:10830168;IntAct:11390973;LRdb:16597617;Lit-BM-17:10950949;Lit-BM-17:11121055;Lit-BM-17:11390973;Lit-BM-17:17981115;Lit-BM-17:26267536;ProtMapper:18332103;SIGNOR:11390973;SIGNOR:7687739;SPIKE_LC:17145710;SPIKE_LC:17981115;SignaLink3:23331499;SignaLink3:8663044;connectomeDB2020:8663044
5433,FGF3,FGFR2,Baccin2019:75926248663044;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:7592624;Cellinker:8663044;DIP:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;SIGNOR:8663044;SignaLink3:23331499;SignaLink3:8663044;connectomeDB2020:7592624;connectomeDB2020:8663044
5434,FGF4,FGFR2,Baccin2019:114860338663044;CellTalkDB:16597617;Cellinker:11486033;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;SIGNOR:8663044;SignaLink3:23331499;SignaLink3:8663044;connectomeDB2020:11486033;connectomeDB2020:8663044
5435,FGF7,FGFR2,Baccin2019:125919597687739;CellTalkDB:16597617;Cellinker:12591959;Cellinker:16597617;Cellinker:25772309;Cellinker:27192911;Cellinker:7687739;DIP:10339576;DIP:10950949;DIP:11121055;DIP:8663044;HPRD:7687739;ICELLNET:25772309;LRdb:16597617;Lit-BM-17:10339576;Lit-BM-17:10950949;Lit-BM-17:11121055;Lit-BM-17:11714710;Lit-BM-17:1309608;Lit-BM-17:8663044;Lit-BM-17:9582367;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8663044;SignaLink3:9582367;connectomeDB2020:12591959;connectomeDB2020:7687739
5436,FGF8,FGFR2,Baccin2019:10751172;Baccin2019:8663044;CellTalkDB:16597617;Cellinker:10751172;Cellinker:25772309;Cellinker:8663044;HPRD:10751172;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;SignaLink3:23331499;SignaLink3:8663044;connectomeDB2020:10751172;connectomeDB2020:8663044
5437,FGF9,FGF10,SignaLink3:23331499;SignaLink3:8663044
5438,FGF10,FGFR2,Baccin2019:12591959;Baccin2019:9582367;CellTalkDB:16597617;Cellinker:12591959;Cellinker:16597617;Cellinker:25772309;Cellinker:9582367;HPRD:9582367;ICELLNET:25772309;LRdb:16597617;Lit-BM-17:10339576;Lit-BM-17:12591959;Lit-BM-17:25241761;Lit-BM-17:9582367;SIGNOR:8663044;SIGNOR:9582367;SPIKE_LC:12591959;SPIKE_LC:17145710;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8663044;SignaLink3:9582367;connectomeDB2020:12591959;connectomeDB2020:9582367
5440,VEGFB,FLT1,Baccin2019:9751730;Baccin2019:97517301;BioGRID:10409677;CellChatDB:16633338;CellTalkDB:9751730;Cellinker:9751730;HPRD:9751730;ICELLNET:11181169;ICELLNET:26285753;LRdb:97517301;LRdb:98;ProtMapper:29397867;SignaLink3:10409677;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9751730;connectomeDB2020:9751730;connectomeDB2020:97517301
5443,EFNA1,EPHA1,Baccin2019:11519828;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;Cellinker:11519828;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPMR:9330863;HPRD:11519828;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;SIGNOR:9576626;SignaLink3:11519828;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8755474;SignaLink3:9267020;connectomeDB2020:11519828;connectomeDB2020:8755474;connectomeDB2020:9330863
5444,EFNA2,EPHA2,Baccin2019:8755474;CellChatDB:15114347;Cellinker:15114347;Cellinker:8755474;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:10072375;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8755474;SignaLink3:9267020;connectomeDB2020:8755474
5446,EFNA5,EPHA5,Baccin2019:9330863;CellChatDB:15114347;Cellinker:10531456;Cellinker:15114347;Cellinker:9330863;HPMR:9330863;HPRD:10531456;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;SignaLink3:10531456;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9267020;connectomeDB2020:10531456;connectomeDB2020:9330863
5448,EFNB3,EPHB3,Baccin2019:93308639484836;CellChatDB:15114347;Cellinker:15114347;Cellinker:9330863;Cellinker:9484836;HPRD:9484836;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;SIGNOR:9484836;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9267020;SignaLink3:9484836;connectomeDB2020:9330863;connectomeDB2020:9484836
5449,EFNA1,EPHA6,Baccin2019:93308638755474;CellTalkDB:11114742;Cellinker:8755474;Cellinker:9330863;HPRD:8755474;LRdb:11114742;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863
5450,EFNA2,EPHA6,Baccin2019:9330863;CellTalkDB:11114742;Cellinker:9330863;HPMR:9330863;LRdb:11114742;SIGNOR:10072375;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
5451,EFNA3,EPHA6,Baccin2019:9330863;CellTalkDB:11114742;Cellinker:9330863;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
5452,EFNA4,EPHA6,Baccin2019:933086310607706;CellTalkDB:11114742;Cellinker:10607706;Cellinker:9330863;HPRD:10607706;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:9330863
5453,EFNA5,EPHA6,Baccin2019:9330863;CellTalkDB:11114742;Cellinker:9330863;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
5454,EFNA5,EPHA7,Baccin2019:10366629;BioGRID:10366629;CellChatDB:15114347;Cellinker:10366629;Cellinker:15114347;HPRD:10366629;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SignaLink3:10366629;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10366629
5455,EFNA1,EPHA8,Baccin2019:10515610;CellChatDB:15114347;Cellinker:10515610;Cellinker:15114347;HPRD:10515610;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:17420126;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610
5456,EFNA1,EPHA4,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;DIP:19836338;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;Lit-BM-17:10366629;Lit-BM-17:19836338;SIGNOR:9330863;SIGNOR:9576626;SPIKE_LC:16189514;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863
5457,EFNA5,EPHA4,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;DIP:19836338;DIP:23812375;HPMR:9330863;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;IntAct:19836338;IntAct:23812375;LRdb:11114742;SIGNOR:9330863;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8755474;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863
5459,EFNA1,EPHA2,Baccin2019:11248553;Baccin2019:14692877;Baccin2019:7973638;Baccin2019:8755474;CellChatDB:15114347;Cellinker:11248553;Cellinker:14692877;Cellinker:15114347;Cellinker:7973638;Cellinker:8755474;DIP:20505120;DIP:22244754;DIP:8139691;DOMINO:19525919;HPMR:11248553;HPRD:14692877;HPRD:7973638;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;IntAct:19525919;IntAct:19573808;IntAct:20505120;LRdb:11114742;Lit-BM-17:19525919;Lit-BM-17:19573808;Lit-BM-17:8139691;SIGNOR:9330863;SIGNOR:9576626;SPIKE_LC:19573808;SignaLink3:14692877;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:7973638;SignaLink3:8755474;SignaLink3:9576626;connectomeDB2020:11248553;connectomeDB2020:14692877;connectomeDB2020:7973638;connectomeDB2020:8755474
5460,EFNA1,EPHA3,Baccin2019:93308638070404;CellChatDB:15114347;Cellinker:15114347;Cellinker:8070404;Cellinker:9330863;HPRD:8070404;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;SIGNOR:9576626;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8070404;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8070404;connectomeDB2020:9330863
5461,EFNA5,EPHA3,Baccin2019:9195962;Baccin2019:9245480;Baccin2019:9330863;Baccin2019:9751130;BioGRID:9245480;CellChatDB:15114347;Cellinker:15114347;Cellinker:9195962;Cellinker:9245480;Cellinker:9330863;Cellinker:9751130;HPMR:9330863;HPRD:9195962;HPRD:9245480;HPRD:9751130;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9245480;SignaLink3:9576626;SignaLink3:9751130;connectomeDB2020:9195962;connectomeDB2020:9245480;connectomeDB2020:9330863;connectomeDB2020:9751130
5462,EFNA1,EPHA5,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;Cellinker:8755474;Cellinker:9330863;HPRD:8755474;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474;connectomeDB2020:9330863
5463,EFNB2,EPHB4,Baccin2019:12051776;Baccin2019:7534404;Baccin2019:9718367;CellChatDB:15114347;CellTalkDB:15114347;Cellinker:12051776;Cellinker:15114347;Cellinker:7534404;Cellinker:9718367;HPMR:7534404;HPRD:12051776;HPRD:9718367;ICELLNET:15114347;ICELLNET:24003208;IntAct:26481148;LRdb:11114742;SignaLink3:12051776;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9576626;SignaLink3:9718367;connectomeDB2020:12051776;connectomeDB2020:7534404;connectomeDB2020:9718367
5470,ANGPT2,TEK,Baccin2019:9204896;Baccin2019:9723709;CellChatDB:20651738;CellTalkDB:9204896;Cellinker:20651738;Cellinker:28396397;Cellinker:9204896;Cellinker:9723709;DIP:15893672;DIP:16732286;HPRD:9723709;ICELLNET:9723709;IntAct:15893672;IntAct:16732286;IntAct:20708158;LRdb:9204896;LRdb:972;Lit-BM-17:12427764;Lit-BM-17:15893672;Lit-BM-17:16732286;Lit-BM-17:20708158;Lit-BM-17:25237190;Lit-BM-17:9204896;Lit-BM-17:9723709;SIGNOR:9723709;SignaLink3:12427764;SignaLink3:15893672;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9204896;SignaLink3:9723709;connectomeDB2020:9204896;connectomeDB2020:9723709
5471,ANGPT1,TEK,Baccin2019:12427764;Baccin2019:8980223;Baccin2019:8980224;Baccin2019:9723709;BioGRID:8980223;CellChatDB:20651738;CellTalkDB:8980223;Cellinker:12427764;Cellinker:20651738;Cellinker:28396397;Cellinker:8980223;Cellinker:8980224;Cellinker:9723709;HPMR:8980223;HPRD:12427764;HPRD:8980223;HPRD:8980224;HPRD:9723709;ICELLNET:9723709;IntAct:20708158;IntAct:29106382;LRdb:12427764;LRdb:8980223;LRdb:8980224;LRdb:9723709;Lit-BM-17:12427764;Lit-BM-17:20708158;Lit-BM-17:8980223;Lit-BM-17:9204896;Lit-BM-17:9723709;ProtMapper:21858121;SIGNOR:9204896;SignaLink3:12427764;SignaLink3:18988627;SignaLink3:20937382;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8980223;SignaLink3:8980224;SignaLink3:9204896;SignaLink3:9723709;connectomeDB2020:12427764;connectomeDB2020:8980223;connectomeDB2020:8980224;connectomeDB2020:9723709
5472,ANGPT4,TEK,Baccin2019:10051567;CellTalkDB:10051567;Cellinker:10051567;HPRD:10051567;ICELLNET:9723709;LRdb:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10051567;connectomeDB2020:15284220
5477,GAS6,AXL,Baccin2019:16362042;Baccin2019:7854420;Baccin2019:8621659;Baccin2019:8939948;CellChatDB:27801848;CellTalkDB:7854420;Cellinker:16362042;Cellinker:27801848;Cellinker:7854420;Cellinker:8621659;Cellinker:8939948;DOMINO:16362042;Guide2Pharma:8939948;HPMR:7854420;HPMR:8939948;HPRD:16362042;HPRD:8621659;ICELLNET:7854420;InnateDB:12218057;InnateDB:16362042;InnateDB:7854420;InnateDB:8939948;LRdb:16362042;LRdb:7854420;LRdb:8621659;LRdb:8939948;Lit-BM-17:16362042;Lit-BM-17:8939948;ProtMapper:27829217;SIGNOR:16362042;SIGNOR:7867073;SPIKE_LC:16362042;SignaLink3:16362042;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8621659;connectomeDB2020:16362042;connectomeDB2020:7854420;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948
5478,GAS6,MERTK,CellChatDB:27801848;CellTalkDB:9160883;Cellinker:27801848;Cellinker:8939948;Cellinker:9160883;Guide2Pharma:8939948;HPMR:9160883;HPRD:8939948;ICELLNET:9160883;InnateDB:9160883;LRdb:894;LRdb:9160883;SIGNOR:8939948;SignaLink3:23331499;SignaLink3:8939948;connectomeDB2020:8939948;connectomeDB2020:9160883;scConnect:8939948
5481,GDNF,RET,Baccin2019:14514671;Baccin2019:8674117;Baccin2019:9182803;Baccin2019:9482105;CellTalkDB:9182803;Cellinker:14514671;Cellinker:8674117;Cellinker:9182803;Cellinker:9482105;HPRD:8674117;LRdb:14514671;LRdb:8674117;LRdb:9182803;LRdb:9482105;ProtMapper:22751117;ProtMapper:23429478;ProtMapper:25684228;SIGNOR:9182803;SignaLink3:23331499;SignaLink3:8674117;connectomeDB2020:14514671;connectomeDB2020:8674117;connectomeDB2020:9182803;connectomeDB2020:9482105
5513,NR0B2,ESR1,BioGRID:11861507;HPRD:11861507;HPRD:9773978;Lit-BM-17:11861507;Lit-BM-17:9773978;SIGNOR:11861507;SignaLink3:11861507;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9773978
5547,LEPR,STAT3,HPRD:8608603;NetPath:11445068;SIGNOR:11018044;SIGNOR:18718905;SignaLink3:21166956
5550,IL26,IL10RB,CellTalkDB:14764663;SIGNOR:17208301;SignaLink3:17208301;SignaLink3:23106140;SignaLink3:23331499
5557,NDP,LRP5,SignaLink3:24186977
5561,FRZB,WNT5A,NetPath:9326585;SignaLink3:21494614
5580,NR0B2,SIRT1,IntAct:20375098;SignaLink3:20375098
5587,MUC1,MAPK8,SignaLink3:24055030
5602,CSF3R,JAK1,HPRD:7512720;SignaLink3:23331499;SignaLink3:7512720
5607,THPO,MPL,Baccin2019:10495959;Baccin2019:9766811;CellTalkDB:10495959;Cellinker:10495959;Cellinker:8521814;Cellinker:9766811;DIP:9252374;HPRD:9766811;ICELLNET:11784712;LRdb:10495959;LRdb:98;SIGNOR:11784712;SignaLink3:23331499;SignaLink3:7543416;SignaLink3:9766811;connectomeDB2020:10495959;connectomeDB2020:9766811
5610,AREG,ERBB2,SIGNOR:7679104;SignaLink3:23331499;SignaLink3:7679104
5615,TYK2,IL13RA1,HPRD:10409622;InnateDB:12223527;KEA:10409622;SPIKE_LC:16189514
5625,PTPN11,JAK3,SignaLink3:23331499;SignaLink3:8766559
5632,CSF3R,TYK2,SignaLink3:23331499;SignaLink3:9015216
5635,CSF2RA,JAK2,SIGNOR:8977526;SignaLink3:23331499;SignaLink3:9028317
5638,NRG2,ERBB3,Baccin2019:9168114;Baccin2019:9168115;CellTalkDB:9168115;HPMR:9168115;HPRD:9168114;HPRD:9168115;ICELLNET:9168115;LRdb:9168115;LRdb:917;SIGNOR:7514177;SignaLink3:23331499;SignaLink3:9168114;SignaLink3:9168115;connectomeDB2020:9168114;connectomeDB2020:9168115
5639,NRG2,ERBB4,Baccin2019:9168114;Baccin2019:9168115;CellTalkDB:9168115;HPRD:9168114;HPRD:9168115;ICELLNET:9168115;LRdb:9168115;LRdb:917;SIGNOR:14967450;SIGNOR:7477375;SignaLink3:23331499;SignaLink3:9168114;SignaLink3:9168115;connectomeDB2020:9168114;connectomeDB2020:9168115
5642,LEP,LEPR,Baccin2019:8608603;Baccin2019:9463481;CellTalkDB:9463481;Cellinker:8608603;Cellinker:9463481;DIP:22405007;DIP:9786864;HPMR:9463481;HPRD:8608603;ICELLNET:9463481;LRdb:861;LRdb:9463481;NetPath:12226096;NetPath:9218470;SIGNOR:9463481;SignaLink3:23331499;SignaLink3:9207021;connectomeDB2020:8608603;connectomeDB2020:9463481
5643,NRG1,ERBB3,Baccin2019:11555649;Baccin2019:7514177;Baccin2019:7592681;Baccin2019:8702572;Baccin2019:9565587;BioGRID:7592681;CellTalkDB:7514177;DIP:17697999;HPRD:11555649;HPRD:7592681;HPRD:8702572;HPRD:9565587;ICELLNET:10214951;IntAct:7592681;LRdb:11555649;LRdb:7514177;LRdb:7592681;LRdb:8702572;LRdb:9565587;Lit-BM-17:10970856;Lit-BM-17:11555649;Lit-BM-17:17697999;Lit-BM-17:7592681;Lit-BM-17:9168115;ProtMapper:16843264;ProtMapper:26148232;SIGNOR:7477375;SIGNOR:7514177;SPIKE_LC:16189514;SignaLink3:11555649;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:11555649;connectomeDB2020:7514177;connectomeDB2020:7592681;connectomeDB2020:8702572;connectomeDB2020:9565587
5647,IL9R,JAK3,SignaLink3:23331499;SignaLink3:9535918
5655,NRG3,EGFR,SignaLink3:23331499;SignaLink3:9772300
5681,DHH,HHIP,Baccin2019:10050855;Baccin2019:11435703;CancerCellMap:10050855;CancerCellMap:11435703;CellTalkDB:10050855;Cellinker:10050855;Cellinker:11435703;DIP:19561611;HPRD:10050855;HPRD:11435703;IntAct:19561611;LRdb:10050855;LRdb:11;Lit-BM-17:19561609;Lit-BM-17:19561611;NetPath:10050855;connectomeDB2020:10050855;connectomeDB2020:11435703
5683,IHH,HHIP,Baccin2019:10050855;Baccin2019:11435703;CancerCellMap:10050855;CancerCellMap:11435703;CellTalkDB:10050855;Cellinker:10050855;Cellinker:11435703;HPMR:10050855;HPRD:10050855;HPRD:11435703;LRdb:10050855;LRdb:11;NetPath:10050855;connectomeDB2020:10050855;connectomeDB2020:11435703
5686,WNT8A,FZD8,SignaLink3:10097073;SignaLink3:23331499;connectomeDB2020:28733458
5689,BTC,EGFR,Baccin2019:8144591;Baccin2019:9528863;CellTalkDB:8144591;HPRD:9528863;ICELLNET:8144591;LRdb:8144591;LRdb:953;ProtMapper:24440602;SIGNOR:10209155;SIGNOR:14967450;SIGNOR:23382875;SIGNOR:9528863;SignaLink3:10209155;SignaLink3:23331499;SignaLink3:9528863;connectomeDB2020:8144591;connectomeDB2020:9528863
5690,BTC,ERBB4,Baccin2019:10214951;Baccin2019:11254912;CellTalkDB:10214951;HPRD:11254912;ICELLNET:8570211;LRdb:10214951;LRdb:11;SIGNOR:10209155;SIGNOR:16829981;SIGNOR:22232668;SignaLink3:10209155;SignaLink3:23331499;connectomeDB2020:10214951;connectomeDB2020:11254912
5691,HBEGF,ERBB4,Baccin2019:1840698;Baccin2019:9135143;CellTalkDB:1840698;HPRD:9135143;ICELLNET:12621152;LRdb:1840698;LRdb:914;SIGNOR:10209155;SIGNOR:9135143;SignaLink3:10209155;SignaLink3:23331499;connectomeDB2020:1840698;connectomeDB2020:9135143
5699,GHR,TYK2,HPRD:10502458;SignaLink3:10502458;SignaLink3:23331499
5700,GHR,JAK1,HPRD:10502458;SignaLink3:10502458;SignaLink3:23331499
5701,BMP8B,BMPR1A,SignaLink3:10504300;SignaLink3:23331499
5702,BMP8B,ACVR1,SignaLink3:10504300;SignaLink3:23331499
5711,CSF1,CSF2RA,SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499
5712,CSF3,CSF2RA,SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499
5727,IL6ST,TYK2,DIP:9388212;HPRD:9388212;SignaLink3:10929036;SignaLink3:23331499;SignaLink3:9388212
5736,WNT10B,FZD5,SIGNOR:12055200;SignaLink3:11092808;SignaLink3:23331499
5747,EGF,ERBB2,Baccin2019:12093292;CellTalkDB:12093292;HPRD:12093292;LRdb:12093292;ProtMapper:15748904;SIGNOR:11279155;SignaLink3:11279155;SignaLink3:23331499;connectomeDB2020:12093292
5749,LIFR,JAK2,SignaLink3:11294841;SignaLink3:23331499
5750,LIFR,TYK2,SignaLink3:11294841;SignaLink3:23331499
5751,LIFR,JAK1,SignaLink3:11294841;SignaLink3:23331499
5774,PTPN11,IGF1R,HPRD:7642582;IntAct:28065597;IntAct:7642582;IntAct:8895367;Lit-BM-17:10082579;Lit-BM-17:7642582;Lit-BM-17:8895367;SignaLink3:10082579;SignaLink3:11779860;SignaLink3:23331499;SignaLink3:7642582
5777,CSF3R,JAK2,HPRD:7775438;SignaLink3:11812652;SignaLink3:23331499
5781,DLL3,NOTCH2,CellChatDB:22353464;CellTalkDB:22353464;Cellinker:22353464;Cellinker:29910816;ICELLNET:16921404;LRdb:22353464;SignaLink3:11823422;SignaLink3:23331499;connectomeDB2020:22353464
5798,TYK2,IL23R,Cellinker:12023369
5805,WNT2,FZD9,Baccin2019:12138115;CellTalkDB:12138115;HPRD:12138115;LRdb:12138115;NetPath:19038973;SignaLink3:12138115;SignaLink3:23331499;connectomeDB2020:12138115
5813,PTPN6,STAT6,HPRD:12791978;SignaLink3:12459556;SignaLink3:12791978;SignaLink3:23331499
5815,IL6ST,JAK1,BioGRID:11742534;DIP:21220115;DIP:9388212;HPRD:11468294;HPRD:11742534;NetPath:7896787;SIGNOR:23663276;SIGNOR:24710148;SignaLink3:11468294;SignaLink3:11742534;SignaLink3:12487370;SignaLink3:23331499
5823,IL1RAP,IL1R1,Cellinker:11756486;HPRD:9371760;InnateDB:15044087;InnateDB:15866876;InnateDB:9371760;InnateDB:9430229;NetPath:10854325;NetPath:17507369;NetPath:7775431;NetPath:9430229;SIGNOR:12530978;SignaLink3:12530978;SignaLink3:23331499;SignaLink3:9371760
5828,IL11,IL11RA,Baccin2019:10504396;Baccin2019:10948192;Baccin2019:7670098;CellTalkDB:10948192;DIP:8940087;HPMR:10948192;HPRD:10504396;HPRD:7670098;InnateDB:8940087;LRdb:10504396;LRdb:10948192;LRdb:7670098;Lit-BM-17:26551460;Lit-BM-17:8940087;SIGNOR:10948192;SPIKE_LC:16189514;SignaLink3:12740032;SignaLink3:23331499;connectomeDB2020:10504396;connectomeDB2020:10948192;connectomeDB2020:7670098
5847,WNT4,FZD3,SignaLink3:14671310;SignaLink3:23331499
5860,IL31,IL31RA,CellTalkDB:15184896;HPMR:15184896;HPMR:15194700;LRdb:15184896;SIGNOR:15184896;SignaLink3:15184896;SignaLink3:23331499;connectomeDB2020:15184896
5910,LEPR,JAK1,SignaLink3:16173077;SignaLink3:23331499
5924,BMP6,AMHR2,SignaLink3:16446785;SignaLink3:23331499
5925,ACTR2,ACVR1B,SignaLink3:16446785;SignaLink3:23331499
5934,GDF11,ACVR2B,Baccin2019:1241472616845370;CellTalkDB:12414726;HPRD:16845371;LRdb:12414726;LRdb:17;SIGNOR:12414726;SIGNOR:16845371;SignaLink3:16446785;SignaLink3:16845371;SignaLink3:23331499;connectomeDB2020:12414726;connectomeDB2020:16845371
5935,NODAL,ACVR2B,Baccin2019:11952836;CellTalkDB:11952836;HPMR:11952836;LRdb:11952836;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:11952836
5936,GDF5,ACVR2B,Baccin2019:8702914;CellTalkDB:8702914;HPRD:8702914;LRdb:8702914;SignaLink3:16446785;SignaLink3:23331499;SignaLink3:8702914;connectomeDB2020:8702914
5937,BMP15,BMPR2,Baccin2019:12419820;CellTalkDB:15621726;HPMR:12419820;LRdb:12419820;SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:12419820
5943,CSF1,CSF3R,SIGNOR:16492764;SignaLink3:16492764;SignaLink3:23331499
